CUSTOMER_ID,SUBSCRIPTION_ID,PLAN_ID,START_DATE,END_DATE,MONTHLY_AMOUNT
697f2f6471d6911928474ca6f474c1d3ae41180b0533737926d73b2ff503ae42,859f2506c6eb6932f16316d6fa029ed6066151e07d5facbd58e9417d927455f0,app_notary,27/03/2020,01/01/2050,264
800064c929169245352b62948a191687a23bea1e9897d75635567ebfa6d32878,acdd86699dad8b3f73190153d9689aea94c0643fd5fe85bee41ba4f36b180f54,app_pro,09/06/2020,01/01/2050,6786
c07872b7fe6c8cecea82a90f4ab599a957b3e7047bd32d03ab23516f2e921bd4,7915fbe4cce58f39547d348a8ea6c5841064b190637ad7f473108c8001aee5d5,app_corpo_12,13/05/2020,01/01/2050,220
9f478f137c3396b4bcd95189d068724f896744e7dbcc271167f7ae868098c672,47d7351b5bd6c671fe060b2158db8612398424b2083a77d7358d544cc75a6fc2,app_enterprise,06/05/2020,01/01/2050,95
baf16fc67cad610c432d72581752534dcccaf5f0a17e19072e05967e4e5664fd,7eb9226ba66ced60c05722b2570ce6d7f9dcb831f9defd293ecfcc8ecee8472f,app_pro,10/07/2020,01/01/2050,126
5fd8bab3c8a6b5442aee5e1c28fa0201e2a3f3da20660585c43c2b686d8e2896,b6a2afdc60661c3f30c72a732ca8e516f0cd2a54e224d172b7071618848e5340,api_advanced_12,10/06/2020,01/01/2050,158
153515deb70fafc1e982c29c493bbd82e549c76fa14655df6b6b19233a538946,909a5e85e66be9c529531fa0cb473619a36fd5914c80bac42fd8647ab9fa4650,app_pro_12,29/06/2020,01/01/2050,126
682c749d11654f031b89f4ceb768893960896b7dfbc10330a6cdd88d8750f445,cfcaabdaeef1008a63d19adbe46871158d9c9f415343669f1d7646d98f72f9d4,app_pro_24,30/05/2019,01/01/2050,114
bcbd5355fb0c12d5d0b3cef93a27b007fe7db4f5213d306874f3df2631bc5a47,29b9f83c8792ab0cf689a869a65ea4c9c2a98d13222073f4a7f99319022e7cee,app_pro_12,21/07/2020,01/01/2050,126
3ae192c77240e4af8696a28af82f6910023b648d2b1d6a12a802e771ace40bc7,1f5363ca0843689e1a5227418cab22242caad5dcd934acf476d742ef2837c15f,app_enterprise,19/04/2019,19/05/2020,95
082ab124b82a362f38a0b9a335180739dbb5016e636ba4e7526c54884b24a6b7,90496a52f5c0b573565e7e986f81d3120d150b2296f4d086b0a6bd21cc13989a,app_pro_12,01/10/2019,01/01/2050,252
33a439028c894f6b817c3e3d27d5de6b3c54de3dbeff61fd648ab7815bff6539,268649a06e3f1746e714eb830e54ed7c2df8195513033e43edbfdb4462c26706,app_pro_12,28/04/2020,01/01/2050,126
f7c456c4ceeb86656983f1b399830792b31edc2764240c8a19ecd878ef1357f6,ff5fe3fce7c037df0a12d94b1b3d90a8a52eb39145f4b4f17e924aee94e681e5,app_enterprise,03/09/2019,01/01/2050,95
f5942646fded742ce5b370ea6161669507337eef90e0191d8a7b427846d65655,081fe2db403a2132c2b5fc309db58009cadb75223979c6f3dc81cb0418f36069,app_corpo_24,15/07/2020,01/01/2050,198
19b6a23df4f7dee1f584d8223da52ee5e9d7b5f5521d36abb42afe4a3bf41d62,4b5cc43fad9e5f23e184bd91cc302b7533866d69043b6c4f1308cb26df334012,app_enterprise,30/04/2020,01/01/2050,472
5a34f21faabd8b295b66df26f1c42c0bd53f33874f12f51a193a9b474433aeda,cec941c0006606109abe37da0eb927e89035477d3f9663e515c4a3a6bb898bce,app_enterprise_12,19/05/2020,01/01/2050,79
41f59b109ae9403bb622b1de82e13264bed7a4240b44ef50b2f4dd22fb2fe37f,28330575b7831c6db6101e8e4f57aa0d188020154f02ba65221f89d8ad8d9854,app_enterprise_12,08/06/2020,10/06/2020,79
a79ec4dd3d510ad7d81243db148c3eb7b4c2618e75d465a3be1d3ffed3f28757,c50a4d4ef91d800dbe1065ad9afa2c3e1101033bc0ab3b518043bbf7ca8cd37e,app_enterprise_12,29/05/2020,01/01/2050,393
6ec6446391871276bb94a4b1b02e78700e5989dbcac4d67037af5be0659d898e,1d875a14a456a0fa6bb578c69b067b8c9f455db3bd7fb801c1ac936ce27e5760,app_pro_12,26/04/2018,01/01/2050,79
99c47255ec1dd0acfd87829d058f98bf39954942e02add2dd36d3cba899a46bd,d1e02106f4063f10896b04ed37fd741ee7ee39c5b7feb656a755dc78d6bcefca,app_pro,19/03/2020,01/01/2050,151
7a64fe318d87163961ba60ce725b34a89b2b53d24f0f3d8faff02b7747969e9f,4f7490f741c0f962bd399d023165e0948e9151aac0ca25056d7e79b4e766b388,app_enterprise_12,20/09/2019,01/01/2050,79
afad3b5144502dc7c02a83de21516fa3ee214ce54264e7f4e443dc492b387ff3,eb3ec9f8526399da9a201f7079e2ecc0c877126e648d18d50c5aab97a6ae653c,app_enterprise,25/09/2019,25/04/2020,95
373d256541ac4a2258b9d660a851d0f4924e9de26d1b92c6fed3d353b1ffedd9,c20b415cbf8b436e39780acfbf74f6d6271e6d316d3776f4a48fbe65d52298a2,api_advanced_12,23/06/2020,01/01/2050,158
8fe4a11302340622fa4fbcd43f5f24cc1b64c7e0a9044b20e65301c6ccb5bccd,ad9c60fe3b97e507a3d9f92a96a03895b6d65a192f659ec306433fcb11b168cd,app_pro,17/06/2020,04/08/2020,1358
c9ff0f28cdf709699a5ba712cf1aa96467fbdb7e26ba849504c38ba1ac2013a5,f71b544be79f67f40045516e335f80681d07b2050279674f4c1a7556bda8b2ca,app_enterprise_12,17/08/2020,01/01/2050,79
66f75f06f57d0efef4f39e95c7894e45936ea5dc4220195c9fdcbc0fd57f4a45,1f573f0c308e450b62d2cce7d5451e676243044c3147a63f487e848b8aca0c61,app_enterprise,21/05/2020,21/06/2020,95
6e1dc74965240730a210ba9345997a1a90e4dc92f4d67817352d0a6545195a93,7c769fba7b21e08e1e5a1de74bbadd8ba5a1c703a8b5897c8a9110fe2ca71a52,app_enterprise,06/02/2020,06/09/2020,95
6ca93569c935d5563423ef34209b8d17d87485a887dae1300ca77f7018c0a8a1,a09613586cf2e744afd2d8f90f6a291eb073dc29c7486c64f5e638c131d17ee2,app_enterprise_12,30/04/2019,01/01/2050,79
a2a6850a3b50322d8d2f0cc9745c71aaad75ad513664a9924715b48d9c16cc2e,4a79bb22f60dcec4aed165e0e935fd3f6ace87c756bc999865980961f193c836,app_pro_24,10/09/2020,01/01/2050,1245
447fb595a75def08be6880d74741252f207671a2f17fe25c27bb40228922c482,5c3e2f2b8e3057d4d1cef73372f980c80618078846fefdf7e8599fdb1eb01f31,app_enterprise,24/08/2020,01/01/2050,95
4e88fea3aa034e739d31f145b2a753ee693ec81e55897ed351ca7961ab293a8a,40c98c3abcb539d235c25ea5c3c8256107e68291229f92ebed5c5d1d7c9fa89a,app_enterprise_12,12/06/2020,01/01/2050,79
b4f3cec0ad89be4529e53a88a82a88278415a096ea7f6b3d2d9b9469ceef0683,8bb9239193b8d56fd7c2f4f19092b29c38ae3292408b1dfcf9a885eb979179f5,api_advanced_12,26/05/2020,01/01/2050,158
01ee81153b8e4551a7f4a6e1a72052dbf97689b15dd0c258dc4794ffc1691c77,2f9d7634e1f2e8b10b8fb41180ede38f1566700f7c76e62cbf869ff85fa2f604,app_pro_12,07/07/2020,01/01/2050,126
0e26123275c1642e0a50c0bf264f9c11e8410c9574ee1c0e17fae76cd8c9419c,8c7104341d678b681db26494d036a32b8093c0d0a9fc266bcc30d36e856b737f,app_enterprise_12,18/08/2020,01/01/2050,79
9bfffadbe9d2be66a8b0d86b2329e4837e593b0226f26324ddb4ac5a6b2cf7bc,a4cc2243cfaa546b9c62b2a25c006467972f6c6ed807d46fd20813293eab0983,app_enterprise,27/07/2020,01/01/2050,95
d6b44e5276c602fcd3a5ccb7c58e07cb3301a7465df4890a2b0c739b8bdeccba,55efd90ee98dcd72874cf043d43d438bb369ac2282e517fb15d4bb1f943367da,app_enterprise,31/03/2020,12/05/2020,95
dbbdbf4df3c35f78ec4e3f30280718eca1d2e3ee310a5fd94054d97b01bcaf3a,fcb865fb8764e5f77a1c42b202a5446856f4e874143debaa4251dd79520de3a9,app_pro_12,22/07/2020,01/01/2050,880
0ca041b3368f2c618c56636c584638494afdb2c2aa718424284e75a3b50f7b56,a5a6ee0b4f15b913eac3880e5e21b45602f1c17c22c710279afa4a9be635a1ad,app_enterprise,05/08/2020,01/01/2050,95
89326910d73adc0015829c75812cf7e51278e81ad5c9342bb0a0a6249bb7fabd,b761dd831cd84a4f95af8b42ee51bfc7c951ceebb49f1c3356dfe42f9ae49266,app_enterprise,27/11/2019,01/01/2050,95
4a631ddd7e5cf0d5f89d3a9949908faa7a27d439502ca908a1b66b297e96fb4c,d35389be643f8e11780b0d324c0c438e28fe26f57bfc8cfd67de9e980910d56b,app_enterprise,24/06/2020,17/07/2020,95
43a3ca2d28b5ff7af334e59f93de167df0b21eb2ce56d4d97a92a2e38874f459,0e9720ba9a4c397a9beb6bc8776bddb08221f054feec51d076be4e60aac54f0b,app_corpo_12,13/09/2020,01/01/2050,220
d92ba02c7023a0abf7be6e285228f8bbbcffbb49050a45bb9e73d05151196ba2,b93c2840b7d2f788757d6aad5632fe2a93b1eaf730310bb14f028cda29c2edb1,app_notary,26/03/2020,01/01/2050,264
8fe4a11302340622fa4fbcd43f5f24cc1b64c7e0a9044b20e65301c6ccb5bccd,ad9c60fe3b97e507a3d9f92a96a03895b6d65a192f659ec306433fcb11b168cd,app_pro,04/08/2020,01/01/2050,1508
800064c929169245352b62948a191687a23bea1e9897d75635567ebfa6d32878,acdd86699dad8b3f73190153d9689aea94c0643fd5fe85bee41ba4f36b180f54,app_pro,30/03/2020,09/06/2020,2262
127009e84dd411a93c11a5424118467e6d83d0f2be313daa57e4198999e682ca,2d6bc5f89b25882c70b1b9af264c0e095fa64aa46e58de830976a52dbda60f2c,app_pro,15/05/2020,15/08/2020,151
a74d2ba76944feac101c21e1c2702f5a6722728222855f4ceb425e47f7018552,e85ce48e3975f6d18796e6310cc6956c1f1f0f864f2a5781fd05d8ee216d0b13,app_enterprise_12,03/06/2020,01/01/2050,79
f54c5c4f67354b6b1113c667d284e6e864d73323fbc1652b8747753af632e449,3c921e2e000f0cf8e38299c27ee4b4d59c0e0d2e6f2bf414f9cbd1201dcc96f8,app_pro_12,04/08/2020,01/01/2050,1257
d211e41246c47696886e3c9a6922c7ff71364d083d4bfc08e2f8a26c37520e52,d7547a753faa34dde66d417a2d8e44f41c6a6ff97c57dff4006f62fe38d0511a,app_enterprise,22/06/2020,06/09/2020,95
bc1bc6ea7a1a1054a6deaf867366918b4672ac08cfd1ce017442764fdd87b117,b982c1043eb50eaf726044984f135cced836c93499b90dcb508d94ea99c6ee7a,api_advanced_12,02/09/2020,01/01/2050,158
c7f4ba0cb17f56a97d9421b15d9a14f73c5fc7bb6cc7f45252488b0430550a6a,0c5dee2db644465d13f4a0f40298bf27ac5e25596b1fe9329ef9027dc2214113,app_pro_12,24/06/2020,01/01/2050,227
d9736d8ae2e5627ecece00929ca06f3b2c1b1eccc6927204ef9408c8b94500f9,beaba8dbe72bd4f5d45ebd7ef3de7732904230f2d26e7d35a9fa68dff11a4094,app_pro,30/07/2020,01/01/2050,151
4dec9299d6a3ff53d332055a96fa7ee113d5863010c9b42b573dc4f387203c6e,997f9800d0e1541d0467ab4c7dca9a3abb4be15988a15f690a9a2d0cc471fd41,app_enterprise,18/06/2020,01/01/2050,95
2488cbb05469347ef2bf3fcd7f0f5e4c4a2b13eae4e80dcf1759c03f861f6390,9c3d63539bae7a49f13433f98cf1c738fe01cdcd116da31175e281f1703a9fe6,app_pro_12,03/02/2020,03/06/2020,7540
83a853db138e72f5ce04060a5ac6267df565bc074c216cf7c764c88f122d9fef,72a55fa8a370c6cc2407349ff08b04bd5ff27ad6e1d5a7aa5b7203ed9aa914c0,app_notary_24,31/07/2020,01/01/2050,198
f773f4acfdd0745722899553e963bb79816ac6aa33b2be69e96b56758e7e5996,a2da06f1f658a65059d7bd23aaeb48a94f48a76c620e78c461926a8ab7b7968e,app_enterprise_12,12/05/2020,01/01/2050,79
ae6bc61855c47ed24558f215ea1514c58bca808f83ac31d6e2161e38d4d1c401,0524e4daf9bc96c914c53f6ce309150272f8660f9e6953e2084c2385df95a5e9,app_enterprise_12,05/05/2020,01/01/2050,79
64e3a08eeecb7183f59e959596c467161dd3f2acf7ad475b8ee9685d7646b35d,409306a2ca2e4a625be8de15cec6e838ced84958d3034bb77fcaaefcf6150c3a,app_enterprise_12,09/06/2020,01/01/2050,79
5ccf80ba15207cfe8cf606f74a24c42f8871bff84e34a84af1fc6c0c0bf2ec30,b0c0fa5d86e97def2eb265a342d19e2d4b2cb19611d4a78d2d4be97d18a93fcf,app_enterprise,03/04/2020,01/01/2050,95
61cd15dfeb2a932c46efd072ff056c2969ebc6727ebe8aa790c34863bd9e892a,0f4484441b0a12a48234e22b03f6e8f583e685021ed1ca73aaf2299f8615a7f4,app_enterprise_12,18/07/2018,18/07/2020,79
5b94d2ee2adde29cf4c2a5044f2d6f3d6892b7ea7e2320d91e3857d68a496ce8,f93969b4420f3fdfd178f145d252ab584b27c7c708c3ca5c9e57bac336bbaa49,app_enterprise,18/07/2020,01/01/2050,95
8d497d3ee17bacdfebc2fc4c5e81ee16581cc1918d58063ee73ad8f1697bac84,71a324ca8521794d20b7a356a46ccb01877ae583c559aefc7eb9290eff37beaf,app_pro_12,30/06/2020,01/01/2050,57
e45a0c60969295023f4c5da0b51b000a9febf9e6683cc1301904959e9db9e67e,598b9433b53d07a5dd811ff759200b237760ccaffa7572baa379027ee79713e0,app_pro_12,20/09/2019,01/01/2050,126
6cec4e49a91a47e29b6bceb72fc8cace0ec8a674b4b0be6a4b4dedefbc3f89bb,db9d14c4ffcb0233db4e5e558e88e42fc804122a093471e8e05b33f1a36833e4,app_pro,10/05/2018,01/01/2050,95
9a765e873b04ea9209ffd504dd85c8772c9586b69d47cba48779942991c9ce5d,4b5a3aed54426650d83fcc98bc30eac8ca2509e94b3a96adcad63c769cb7d90f,app_enterprise,08/09/2020,16/09/2020,95
7f1099ef7ed40881908a6dda29d25508ad64f115653f34bf3b55d202e929e250,ffdf2770a4e7bbf07c7f1b793697fcde5e26a8ca4f2af0ff3758b07ecf1500cb,app_enterprise,08/04/2020,01/01/2050,95
4d4e43246e3ac4c93d3fc3cbeb5fddaf5fe2095ffaae263991fe4934d661cf7b,1d7a8f58e1d39d26874fa1187249c3a0c77bb0212590903994324f63122ec08c,app_pro_12,10/06/2020,10/06/2020,566
5cfffd6ba269586700d35782224b7af82b5e06ab53a7a218b423b3562b888fae,bc61032fe3fc1a71a7ab409c0c095b5ac209ec9304521fba4dd9d8a58410b2a7,app_pro,10/04/2020,18/05/2020,754
72afe446ef47a0dc73511824aa3fd99138595206a2b7f64b9898951dacdb8a17,dd0aa10abc6bd3384870196cbfd01b22294de4912b7ca610955c51f02c4f04d2,api_advanced_24,23/07/2020,25/08/2020,0
74f7a22cf81503321cf785bd94969042d83554768ea1d0809ba2dea101feec5c,a8c3b47af1d8a1665eaf12522f38316558042ea41b587253111ed9b12ba67851,app_notary,27/03/2020,27/08/2020,264
05e6238f0cbdf07eac06ab38c595da699ba62682cbb980a71090068921f8a8ba,97745500074b04b944ad25e931520b925e0d6eb46b7a0c4f4528ac8d5cfc5109,app_notary,10/04/2020,01/01/2050,264
5893418077eea855894a83c8f66087a28a942e487844f57957b4d1148fd1c18b,2b6fb9310e153460f92ec2fadfc01d14597e9a57d76c98355f6268dae0684f49,app_pro_12,02/06/2020,01/01/2050,126
aed73cdc96f23a91486d2d96e8ed6cb02a48b11e70490ef2a658a7c8f8d015fa,4a0b7e31cc59871b6b4578cbd3c2c05318680064b17e0ded7378c558cf495c0d,app_pro,06/04/2020,06/08/2020,151
ab98f7c66089b4acadf067ff09c65f9c08990d169087e120dd537058adc93c96,9ec0f64f0bbfd2281b0d81978b60c658bed39f9d57909b1ed5280bbca78f0607,app_enterprise_12,08/08/2020,01/01/2050,79
5fde63fc895d4d1185342a26539e556e86c1c5bdff60e6a43aeba1ab6026901d,7c8733ba591e2efc15dc19d7765f6426dcf55ec4e3e06a44ed1610ed57a4fc92,app_pro_12,06/05/2020,01/01/2050,126
7a68dc558c8ee7039e0a7294bf5ec7e73ffb2736a5ae2911cc567a611f9f2c32,cf3c039069c20fa235288a2a354525aaa31a26a4b52da747c119478a5732156c,app_enterprise,23/06/2020,01/01/2050,283
ab4abcdc587e2cc8058cfb27241a9deab6b1d0ffd11cfb0c6ca20b5e5fc72dae,09bd43172b87af68d4ca1e0b0c5c34112c2a1c78146b5b9eba004dda7dfde60a,app_notary,31/08/2020,01/01/2050,264
05b434070a91d1fce7524f41ece8eb65bfd69422d95645f558f678519d9d9ff1,0f40dbf4ed635fb9f149b1be724b9c59bb1acde388fe7334029cddaa0cbdad93,app_enterprise_12,23/04/2018,01/01/2050,236
8be7204628991d81afec9a57dba1c3234f6094c71925d9323ad8fdabc9611873,196daac64163cc6431e1340af489c0790750aa9dda97d79e20997b2ff2596552,app_notary,29/04/2020,01/01/2050,264
358056f4a500da223037f21fd2d25cb9287f28ca0df3b6b3d0cb6b17a3dbe877,cecfc332a22c2eeaa1ce67b874856eed2a7b34d8f388a35a824f0c01759d741f,app_enterprise_12,02/09/2020,01/01/2050,158
525ee5fdc1658d79febd3daca4068c0c7bde910949e8dca69f29857d62df527b,c78bae7c7aff3737a6b6ec1da9972f0a462075da45c545f394aa735ddee062e6,app_pro,28/02/2020,01/01/2050,151
d99085aee2056cd51041056794197934d2a1fe17b00a881bbd0def0eb9035352,ebf3aa0be0c010a1bb222e65e2c9338afb69e4c45417bd0fc74be3d3ab386e49,app_notary,14/04/2020,01/01/2050,264
1cb1ad08705c991e846255abe52e1d06addd43c9af22cd802278c222f6b87759,c9322feb77c8a00d119c4172741c7de8133aed80e90fbb815f8b72bdc43c6a67,app_enterprise_12,24/06/2019,01/01/2050,79
8a6ad57f9debc7e51ba4e6c037aef68637a0266bd6628f4456fb35d1e493f373,cd3bc4445d70153e40f26110413b7e7fb8a5199dc39c9de5a356550fcc840b49,app_pro,21/07/2020,01/01/2050,252
c17ee5d080337a54cd6f2c22cb260f783cd63210448617580ac520708399b3f8,e5505651f0542ce36581ce4f838a8f73c70c2db7aa600a572b05b1fbe3717943,app_corpo_12,12/05/2020,01/01/2050,660
00f93e8aaecdef217cc769288e1fbc3413565696c7026f0731f259ef41d8e1cd,ef9df7fc31bd1d00b53dd11517194cae1c4fb2a3cee390e3eb70872a0b116cde,app_pro_12,07/05/2019,01/01/2050,126
2bce637c67ebc5ab6d9f3fe6751c78c57aedc302eb181edf1c1e7d680d81b82c,6a4a21c630e197509e015eb83cd387d2e1352e7e46a1e9626c66067ae4988c47,app_pro,13/05/2020,01/01/2050,151
71569928b960827c2132e6ad9460e7f471b4e16de0f7ab755ecc7848090ebf07,1ed68911b4343a025474857a5e45454a5a18d08c014b30ac257b8dafe90e1149,app_pro,09/06/2020,09/09/2020,151
0a7e36531cdc3eaae54e8a8aa80ec4e9939a19685233248043ccc3a83be2f87b,0a55674653f20de67e818fe007a9e2a5c3c78b0677b53e4e8f9af717e3b9cc79,app_notary,08/04/2020,08/09/2020,264
f740281796f1bba0ba92660703e03f4c5d2670fd5ead79294dadaab7ec41f94f,7a206a8c6e56e5b5ba04c3b9a6be34a4dbdf098e85930d0f3d26a9a980ab75dd,app_pro_12,09/07/2020,01/01/2050,57
2e538404198c72a6c01a9d800445f787acc51a4fb52410d42536c4b87cf0cb34,0ff91fceef4013b19502dd526a3eb5bf613c42cc76b781aa5216146fc7f28f1f,app_enterprise_12,02/07/2018,01/01/2050,79
cb8d81b7a310992d0b26bd5b6d996674c673b604723b6671615772109c7f01d0,ce5b14ae083f97e19c4bb5f5d8f2aaf1996d8f805c156f4fb919827317b5413d,app_notary,08/09/2020,01/01/2050,528
2322722dc49c80fd9f7371312ca58f6361b6dbcb5631429410a319fa0b4669fe,a7c2e65c574eb0d545a6ba5ff431b3fd95766792a943ef01b5a8121faa22d89a,app_enterprise,22/04/2020,01/01/2050,95
6ec19cd0dbd251575df91efbb6e35e29b1912fa929519dec400f1053123b172f,225dd1ca617be37821ecfe877fa3486772080d2263eeb15da139e95824df5e40,app_enterprise,29/05/2020,01/01/2050,283
7d132996cc1afef6839a6995858221635e59702e8791edff6bb20b97697de847,a4a2789c0db541d27ed68c71900d0553cca07c6d333c1c227db3d3f71f13df57,app_notary,30/03/2020,30/07/2020,264
f73be87e42df704f6db30f0ffa936b5bb1c38ff9898428d14c1e6385c1aaf9a0,b97443b5692c6473223c0e581b72a55b13f2f8bea19ca9c04b3b7a1615ef6f6b,app_corpo,03/08/2020,01/01/2050,283
5299c676e82ff8b62dcb45bdf3e067f27014c7b8921af8d4bb16f376b0447dc4,f78d85db0795717272a3cf3301b125a6e3529f6bec8923ea994f8d02ce8c0376,api_advanced_12,24/07/2020,01/01/2050,158
2b2c44549f7e0f7be6ea79097f80ed921872f38c6a131b1577b0d84851f6e803,a79d0d37f8c982806c30497f6c6ac17fb746188755df2ac2406f2425b79b8f5a,app_pro,06/05/2020,01/01/2050,151
3aab289708c9cbad94a1bc759e5ebd4ec9d84d34060eb547685aa28db0853f01,b02f9d162b8abaa70e8e6bfb8820be1d9d2b17b865e1d158483652e30b36eb88,app_notary,07/04/2020,01/01/2050,264
9c20bca931fd0501f684766fe2016ce17deb2339840672554232c7e3ea70cc81,84fa22e7d75495e0e5b94cd03fa0b0711df74de6604e2f1e9c32ff956d3868da,app_pro_12,26/07/2020,01/01/2050,126
01c212d266fac504a4be9a0861ad63c1a0b68db4fbc339f41e93272a9a1e8093,31e0180adda61a4bf13146eb17d3df63d774baf0c95c9919a4e5bab2f50777e6,app_notary,31/03/2020,31/08/2020,264
568335033179317a6970ec3edf05c8104683aef3a48d0a7fc81e4e7e90e8aea3,674fb206260b8671e8406c92e4863d5c3134a9fb7b57720cd4f75aeda16188d7,app_enterprise,07/09/2020,01/01/2050,95
bf6b1c080390a3a9119d4800af72de463eab2f0b6816a0c39aa1b61eece74b1f,a91004a1f08bc75b10927da818bde0f7341128f6f73f132699c3a11e5d4f92d0,app_enterprise_12,06/06/2019,21/06/2020,79
89f26261d10708d2fb3831093a3b3d56b148a6c8807e615ff56fe93770db50d5,3a9bc3639d549b1c5e24ecea259b60e70fb2d023b6f5ddfb4221df919d4b663f,app_enterprise,09/07/2019,01/01/2050,95
f6956d092d02d7fc8c7c6e7af66e548c2a2dab5e6e99c6d7796afe9b456d20e0,8e8267e781fdea69138ffdbbe89522f08c4cfdd54734c0b8a92b20d2a2cfe486,app_pro,24/03/2020,01/01/2050,151
a0c5e4c902d9e923b3aa6855e2f05fc494c9113f19e86faff82b131306741a48,3451de7c009d5e8d27177abaeb81685d38e18e17f11ac9f8196009ba0c8509b3,app_pro_12,13/07/2020,01/01/2050,57
3faa53fe7326ecb2bff65082c11320a71fe431b79959ebf6a0519016ccead11b,4438d1262fc42f947172bf21067065979f752e4ebe4b923f8ee7ea9e2b632ace,app_pro_12,09/04/2018,01/01/2050,629
fb9c9dc13034c6086deb4cba4c034d7a643ff0f3a5fc85067ae883f577f91fa3,42801ca5fc1266af74f72f906c70ae9511560bb3d9536f68b1417c7b95b46484,app_enterprise,04/06/2020,01/01/2050,189
fcf39c6c23d5df63f333df367c6e9f9e33e311e938f6835a3e1dd41c8022a7c9,dabff23fbc6a7b31c3a57ec113cc655057caceec5a0ea43a2d0764a0612c3cca,app_corpo_12,29/06/2018,01/01/2050,1336
